Date,CSCO,DIS,XOM,BA,UNH,MMM,HD,VZ,TRV,JNJ,IBM,PG,NKE,WBA,JPM,MRK,CVX,KO,PFE,WMT,GS,AAPL,UTX,MCD,AXP,MSFT,INTC,CAT
1/2/2008,20.984388,27.342632,67.229462,64.505844,49.060883,61.666119,19.503134,22.685774,39.460739,46.841499,76.52536,50.629448,10.203184,29.631153,32.001144,37.507103,61.992542,18.792377,14.51558,35.724121,179.894257,18.559986,57.574043,40.849876,42.19574,26.874113,17.842361,49.893444
1/3/2008,21.150425,27.28252,67.459534,64.773933,49.285957,61.658646,19.286514,22.790775,39.988277,46.855709,76.678848,50.629448,10.111278,27.821856,31.781075,37.474411,62.755371,18.989252,14.686652,35.328033,177.502563,18.568562,58.393135,40.730358,41.674877,26.988579,17.363743,49.716854
1/4/2008,20.652304,26.732916,66.201355,63.910072,48.480827,60.95784,18.644131,22.365517,38.729691,46.791748,73.923096,50.426399,9.954878,27.210827,31.060158,37.167137,61.919586,19.026157,14.464897,34.825302,173.247818,17.151121,57.428581,40.111637,40.624966,26.23316,15.956061,48.409992
1/7/2008,20.66021,26.75868,65.583069,61.713223,49.242664,60.473217,18.950386,22.759279,39.21957,47.51664,73.133636,50.755497,10.014534,27.829788,31.371283,37.866669,61.110355,19.47529,14.718331,35.465145,168.741821,16.921555,57.16066,40.800659,40.806843,26.408663,16.103865,48.551277
1/8/2008,20.106749,26.22625,64.741875,59.508919,48.662632,59.8022,18.479799,22.282015,38.021275,47.573505,71.335457,50.888527,9.969388,27.163223,30.126766,39.004238,60.327671,19.555275,14.87039,35.015739,164.209808,16.312857,54.956001,40.132729,39.641163,25.523544,15.667488,47.435162
1/9/2008,20.747189,25.899933,65.827492,59.799355,48.645313,59.787308,18.472334,22.536732,38.53376,48.1847,71.861755,50.790497,9.99196,26.782312,30.551727,39.553432,61.402203,20.07822,15.15551,35.724121,166.1595,17.089205,55.08614,40.406944,40.575344,26.278934,16.012363,47.491676
1/10/2008,20.747189,26.337894,65.899414,61.333412,48.558754,59.8022,18.88316,23.056765,38.865356,48.262878,73.038612,50.748497,10.083866,27.393347,31.363697,39.533802,60.957783,20.167431,15.256886,36.866684,170.630814,16.957756,55.415287,40.899097,40.443069,26.195017,15.864564,47.618793
1/11/2008,20.454641,26.037329,64.921638,59.963165,48.402924,57.841347,18.457399,22.552643,38.782459,48.241539,71.393929,49.138092,9.787188,26.74263,31.007036,39.586105,60.14193,19.616798,15.218871,36.348724,172.216644,16.450031,54.871788,38.192181,36.375626,25.874537,15.477448,46.62986
1/14/2008,20.786722,26.063087,65.30265,60.819561,47.97871,58.527264,18.965324,22.812664,38.473461,48.291302,75.238831,49.215115,9.792024,26.433151,31.386461,39.082706,60.301136,19.779833,15.187185,36.310635,174.738266,17.030151,55.262203,38.642155,36.78899,26.240786,16.244637,47.519909
1/15/2008,20.438824,25.633717,64.001366,57.982265,47.571808,57.543121,18.950386,22.377531,37.440987,48.156265,74.434792,48.802006,9.200279,26.195086,29.72456,38.036652,58.549973,19.567572,14.946425,35.792675,167.493988,16.102345,54.626816,37.798439,35.358761,25.943209,15.970139,46.198952
1/16/2008,19.885353,25.616539,62.21114,59.479126,47.857506,57.632599,19.67494,22.45713,37.795185,48.547157,74.288544,48.443127,9.298635,26.377605,31.439579,38.1478,57.21011,19.272266,14.826043,36.173538,171.142151,15.20692,54.381863,36.849274,36.574032,25.355673,13.992352,45.400703
1/17/2008,19.237007,24.706264,60.327526,59.218475,47.061031,55.887947,19.60771,21.708918,35.745281,48.206028,73.901169,47.901268,9.026141,26.456959,30.384781,35.872669,54.888561,19.084614,14.547263,36.165909,165.492264,15.325991,52.123604,36.546936,35.276077,25.264105,13.605236,44.377739
1/18/2008,19.213287,24.48299,61.168682,58.384415,47.095661,55.850666,19.630119,20.743132,34.810745,47.111549,75.582405,47.253849,9.109984,26.750572,30.043283,34.859318,55.359482,18.684713,14.25581,36.242088,162.225433,15.370759,52.092999,36.842243,36.0532,25.187805,13.372966,44.619282
1/22/2008,18.564936,24.148077,59.27784,57.788635,44.342648,56.037067,21.064278,20.074509,34.795685,46.38665,73.988892,45.832352,9.237364,27.036245,31.007036,33.571384,53.893581,18.084862,14.084742,37.476051,165.241013,14.825891,51.472923,36.877396,35.82999,24.38662,13.098468,45.336769
1/23/2008,18.999805,24.491575,59.996765,57.021618,43.589458,56.737904,22.371468,20.201864,34.984104,45.626209,77.556015,46.61348,9.274447,28.131353,34.695095,32.891449,54.026249,18.109467,14.483903,38.207298,172.779922,13.247474,54.335941,37.271114,38.20266,24.363728,14.062728,46.23185
1/24/2008,19.853729,25.101286,61.830097,57.803547,43.130611,56.462029,22.080151,20.286768,34.976563,45.135845,78.148109,46.550159,9.25671,27.766312,34.11837,32.401115,55.498802,18.420158,14.604286,37.255154,172.615219,12.916928,55.545433,37.967197,38.946728,25.370939,14.562455,46.352619
1/25/2008,19.134226,24.628977,60.349083,57.364174,43.286461,56.298035,21.310783,20.037365,34.237995,44.389622,76.401085,45.959015,9.029368,27.202894,33.116661,31.243927,54.271687,17.96796,14.325504,36.630554,166.122009,12.384437,55.690899,38.037491,37.566105,25.13439,14.076806,46.835686
1/28/2008,19.055155,25.221519,61.204617,57.788635,45.017918,57.736973,21.766422,20.223089,36.174858,44.823151,76.737343,45.944962,9.237364,27.337799,34.581272,32.198452,54.961491,18.275581,14.566267,37.102818,170.358246,12.384437,56.441071,35.907112,39.18647,24.966524,14.280916,48.455353
1/29/2008,19.023529,24.732025,61.168682,60.290859,43.961716,58.169384,22.192196,20.541485,35.896004,44.752079,77.556015,45.515694,9.247038,27.552053,36.007923,31.387758,54.789051,18.011028,14.686652,37.331329,170.184647,12.530181,56.02005,35.682137,39.517159,24.874954,14.428731,49.009468
1/30/2008,19.260729,25.255865,61.312469,61.713223,43.424973,58.318489,21.945694,20.292074,36.046738,44.19062,77.227089,45.804218,9.577578,27.234638,35.932041,30.171738,55.206936,17.771086,14.635963,37.445587,172.354874,12.591146,55.690899,35.864925,39.136864,24.56975,14.562455,48.618744
1/31/2008,19.37142,25.62513,61.614414,61.944073,44.013664,59.384663,22.88686,20.605156,36.250217,44.872887,78.294319,46.03643,9.888768,27.805992,35.96999,30.139051,55.220196,18.149458,14.800699,38.649086,173.222931,12.894063,56.088943,37.671886,40.616673,24.874954,14.85103,50.430218
2/1/2008,19.719311,26.329302,61.794167,61.63129,43.37302,60.547768,22.744947,20.56271,37.403286,45.02924,79.734291,46.479782,10.07903,28.82173,36.615025,30.060598,54.716099,18.229435,14.946425,38.984226,180.367111,12.740701,56.739639,38.121868,41.005253,23.234428,15.322607,50.977219
2/4/2008,18.833759,26.535404,61.427502,61.73555,43.199879,60.070587,21.923294,20.488417,36.792839,45.107414,78.893707,46.550159,9.793636,28.131353,35.074532,31.034702,54.40435,18.035637,14.971768,38.138741,174.307999,12.540661,56.686043,37.882813,39.401424,23.036039,14.921412,50.40181
2/5/2008,18.390989,25.822638,59.033367,60.834476,42.767021,58.967148,20.907423,19.543861,35.594551,44.680992,76.766563,45.769016,9.642071,27.734571,33.306377,30.040987,52.891991,17.657265,14.547263,37.750263,164.81131,12.322518,55.384686,37.854702,37.781044,22.181442,14.246954,47.965191
2/6/2008,18.248669,27.050655,58.551678,59.801735,42.74971,59.034264,20.653456,19.474867,35.684986,44.808926,76.01078,45.959015,9.679156,27.393347,33.177372,29.884079,51.412819,17.752632,14.515137,37.194221,162.476181,11.621424,55.01722,37.777359,37.921589,21.761778,14.105331,48.291973
2/7/2008,18.48587,27.239576,59.129337,59.681995,42.446697,58.989525,21.213676,19.607538,35.609623,44.638351,75.093575,46.282719,9.79686,27.567932,34.232204,29.877544,52.22868,17.980272,14.566532,37.963535,165.332169,11.54903,54.711044,38.290619,38.4011,21.45656,14.197378,48.533497
2/8/2008,18.612377,27.583078,58.999352,59.367668,41.728138,58.572002,20.892487,19.326292,35.089603,44.084026,75.77597,45.754951,9.777514,27.837727,33.253262,29.112617,52.573612,18.226368,14.328799,37.140903,162.389404,11.952918,54.61916,39.120266,37.185802,21.792295,14.353168,48.313278
2/11/2008,18.596561,27.419918,60.089672,60.714741,41.745457,59.108814,21.430294,19.522631,34.599728,43.977417,77.148148,46.444584,9.780741,28.49638,32.896603,29.622562,53.349659,18.303265,14.264543,37.780724,161.347733,12.331091,54.787579,39.359325,36.896481,21.525232,14.643488,49.314938
2/12/2008,18.525404,27.505789,60.927242,62.533241,41.788731,58.974602,21.198736,19.931232,35.971367,44.752079,78.168045,47.26091,9.895217,28.758251,32.866245,30.420172,53.807358,18.432465,14.572968,38.275837,156.81636,11.893863,55.744469,39.63353,37.268482,21.624432,14.799265,49.726936
2/13/2008,19.023529,28.149857,61.728718,63.970135,40.663292,60.674522,21.168859,20.514952,36.174858,45.064777,79.554901,47.148285,10.085481,28.726501,33.465752,31.100096,54.862926,18.26943,14.611518,38.588135,156.408386,12.326331,56.528748,39.823368,38.73177,22.097513,15.018777,50.899075
2/14/2008,18.604467,27.754829,61.772053,63.775543,40.351643,59.861847,20.548882,20.175323,35.639759,44.624153,77.874542,46.887939,10.045171,28.269009,32.335045,30.662066,55.343945,18.011028,14.425183,38.062565,153.265991,12.141531,55.859798,39.078079,37.772781,21.746515,14.487704,50.03952
2/15/2008,18.422621,27.900818,61.642056,63.745602,41.32991,59.608341,20.556353,20.074509,36.076889,44.702312,77.896576,46.655704,10.043557,28.221283,32.820717,31.073952,55.851669,18.075624,14.348069,37.658867,154.871902,11.871949,54.998653,38.88121,37.293289,21.685474,14.239873,49.691422
2/19/2008,18.090532,27.643192,62.826241,63.887794,41.624256,59.533791,20.399492,18.753189,36.076889,45.242451,77.045395,46.662735,9.854907,28.181498,32.501995,30.773218,56.673428,17.872601,14.373773,37.826447,150.870163,11.638573,55.321571,39.141357,36.830318,21.578228,14.275276,50.011105
2/20/2008,18.34355,27.978107,63.613319,62.862534,41.641567,59.976456,20.705744,18.700127,36.295441,44.936844,79.136635,46.564217,9.867807,28.64296,32.744823,30.740536,57.682228,17.91259,14.438034,37.856903,153.86496,11.794791,55.398464,39.514015,37.450367,21.616533,14.431056,50.614948
2/21/2008,18.335646,27.711891,62.76128,61.373295,41.38184,59.241207,20.459246,18.763803,35.466415,44.759178,78.461571,46.416431,9.725916,28.993042,32.684128,30.15867,56.640038,17.838768,14.393049,37.925457,152.059464,11.577605,54.506557,38.831993,36.937801,21.524616,14.374412,50.288158
2/22/2008,18.659817,27.969517,62.941772,62.144119,41.000923,59.773891,20.743095,19.209547,36.099495,45.199154,79.298065,46.592369,9.769451,29.764816,33.336735,30.119446,57.067623,17.921816,14.457306,38.062565,154.264313,11.379469,55.53688,39.155418,37.251938,21.20289,14.034523,50.565205
2/25/2008,18.817947,28.244316,64.357025,63.356483,41.537685,60.771732,21.527401,19.379358,36.951099,45.678463,80.772957,46.923115,9.930689,29.732988,33.412632,30.59016,58.243431,18.078701,14.63722,38.336796,153.96048,11.406143,56.444168,39.408539,37.375938,21.325449,14.119495,51.325317
2/26/2008,19.031427,28.244316,64.9058,63.289127,42.360119,60.989311,21.53487,19.533245,37.704742,45.585468,83.928123,47.62682,10.095153,30.035328,33.177372,30.328638,58.871414,18.309412,14.669346,39.15181,149.915253,11.34994,56.351898,39.689789,37.871983,21.739094,14.650566,52.071236
2/27/2008,19.727221,28.424656,64.544769,62.825134,42.567905,60.381584,21.594629,19.310369,37.116917,45.098995,85.454346,47.296066,10.058066,29.764816,33.700993,29.707563,58.938232,18.472458,14.617945,39.174667,156.94664,11.712869,56.075089,38.902321,38.086933,21.647173,14.707217,52.724781
2/28/2008,19.497927,27.943758,64.537552,63.46125,41.563648,59.871403,20.698275,19.729591,36.250217,44.862907,84.559166,47.127178,10.003249,29.549995,32.206047,29.550653,59.472679,18.29096,14.489432,38.618618,153.387527,12.374911,55.490742,38.665165,36.722836,21.39439,14.508947,52.845528
2/29/2008,19.284443,27.832119,62.826241,61.957005,40.23909,58.821022,19.8318,19.273224,34.976563,44.326363,83.54657,46.571262,9.706572,29.04874,30.847672,28.962261,57.896,17.983341,14.315947,37.773121,147.25032,11.909105,54.214375,38.304134,34.9702,20.835215,14.140735,51.382141
3/3/2008,19.292353,27.832119,63.360577,60.370487,40.126534,58.888554,20.235157,19.257309,35.04438,44.51952,83.818069,46.690903,9.688831,29.001007,30.217827,28.805346,58.256763,18.155611,14.296668,38.001637,143.300613,11.595703,53.360924,37.631641,34.788334,20.674349,14.169062,52.000179
3/4/2008,19.205376,27.368393,62.595215,59.584698,40.481491,58.828541,20.070831,18.938917,35.142368,44.81284,84.904053,46.479782,9.743656,29.335171,29.73975,28.609207,57.942791,18.263275,14.290245,37.986393,142.015915,11.870999,52.976467,37.964352,35.259556,21.133955,14.161979,50.96302
3/5/2008,19.189569,27.170877,62.956245,60.400417,40.87973,59.218674,19.988663,19.076883,35.790501,45.163376,84.669235,46.937195,9.804921,28.865747,29.398252,28.523478,59.319027,18.358637,14.168159,37.742653,143.205063,11.858615,53.614639,38.183796,34.912334,21.53993,14.303604,51.041161
3/6/2008,18.928646,26.835966,61.021133,59.502407,39.659046,58.483425,19.241707,18.72135,35.259701,44.805676,82.563301,46.803478,9.754171,28.356525,28.358618,27.956312,58.657619,18.18022,13.872587,38.070171,137.718903,11.519498,52.922646,37.546696,34.135212,21.118637,14.06993,50.259735
3/7/2008,19.063063,26.415182,59.562569,57.324646,39.139618,57.40303,19.331341,18.615213,35.358284,44.004421,83.605263,46.303852,9.534795,28.269009,28.502806,27.534224,56.96072,18.103313,13.718376,38.009243,138.951599,11.645239,51.892326,37.001598,34.333622,21.348431,14.211546,49.613277
3/10/2008,18.968178,26.157555,59.540916,55.663277,39.018417,56.630264,18.674009,18.238461,35.077709,43.875652,83.656639,46.2757,9.32687,27.903017,27.683229,27.211077,56.606621,18.044867,13.589869,37.20945,135.053955,11.401379,50.923538,38.084694,33.101807,21.486313,14.246954,48.817657
3/11/2008,19.885353,26.784441,62.588001,54.929882,33.105488,58.483425,19.7481,18.684204,36.799004,44.669758,85.476372,46.909046,9.482406,28.929396,29.474146,27.910145,58.89814,18.294041,13.95612,38.275837,141.555817,12.131051,52.568962,38.403255,36.235085,22.428492,15.011696,51.581039
3/12/2008,19.877455,26.973366,62.07534,54.218945,31.754936,58.83604,19.695337,18.349894,34.880562,44.748447,85.901947,47.176434,9.783643,29.008955,29.299603,27.995876,57.942791,18.443604,13.6734,38.488228,141.503708,12.005311,52.438248,38.013908,35.33395,21.930593,14.955051,53.45647
3/13/2008,19.727221,26.904667,62.855148,55.513603,33.140118,59.331219,19.959141,18.397654,35.509937,44.934452,85.050766,47.401634,9.99156,29.06465,28.920174,27.652937,58.149902,18.362587,13.628423,38.72546,143.613083,12.187253,52.676617,38.856297,35.300888,21.922934,15.068349,53.754829
3/14/2008,19.229097,26.432352,62.032017,57.047791,32.196465,58.168308,19.408916,17.9466,34.061634,44.819992,84.551819,46.965343,9.816383,28.611137,27.72876,27.019815,57.014153,17.926346,13.262163,38.128521,136.1651,12.060562,52.061489,38.778423,33.903744,21.417372,14.629329,53.129707
3/17/2008,19.205376,26.157555,61.945362,56.493988,29.29627,58.903564,19.371227,18.365814,34.85783,45.814392,84.786621,47.183495,9.701782,28.436096,30.589668,27.600178,56.245853,17.9762,13.217188,38.228004,131.095535,12.071993,51.946152,38.424465,34.482437,21.677811,14.763866,52.895271
3/18/2008,20.225342,27.239576,63.880486,57.272266,30.352457,60.734207,20.494305,18.726656,36.207542,46.722954,86.885201,48.232014,10.096334,29.319263,32.410923,28.48391,57.535252,18.512157,13.493484,39.016304,152.424026,12.652111,53.691536,38.827969,36.135872,22.53573,15.401151,54.607288
3/19/2008,19.3477,26.827381,60.96336,54.967297,30.776667,59.623814,20.230492,18.641752,35.19146,46.415333,85.806587,47.718315,10.122531,28.945318,32.228794,28.352011,54.70927,18.683538,13.24289,38.863228,144.524582,12.35205,52.86882,37.985584,34.722191,21.922934,14.933809,52.37669
3/20/2008,19.5849,27.394152,61.374905,55.977596,30.577555,58.505928,21.150061,19.167103,36.237885,46.773041,86.826492,48.816078,11.013145,29.263559,34.884823,28.596029,55.591137,19.020065,13.230042,40.738277,155.930954,12.694975,53.061054,38.523594,38.012539,22.351894,15.401151,52.440632
3/24/2008,20.272785,27.514381,62.060898,57.092648,30.915184,59.001099,22.054558,19.618149,36.162048,46.422485,87.362144,49.238308,11.309474,30.719582,35.324951,29.182997,56.125607,19.063686,13.24289,41.044411,155.279968,13.291291,54.083672,39.47924,39.194748,22.344229,15.670227,54.01059
3/25/2008,20.359756,27.548729,61.519344,56.800789,30.542913,59.256187,21.677687,19.580999,36.215122,46.179249,86.56234,48.935715,11.193234,30.242197,34.953117,29.459976,56.479679,19.135353,13.352126,40.600521,155.930954,13.429413,53.945278,39.78363,39.277405,22.321251,15.769364,54.443901
3/26/2008,19.592806,27.27393,62.284714,57.100151,29.521357,59.016102,21.225433,19.177711,36.055889,46.286568,85.784538,49.006081,10.849429,30.202414,33.473328,29.479765,56.760277,19.054337,13.294295,40.485729,152.328506,13.818064,53.522373,39.358894,37.499966,21.87697,15.47904,54.955387
3/27/2008,19.118402,26.947601,62.241386,55.543533,29.434795,58.415894,20.946548,19.082186,35.987648,46.22934,84.76461,48.844234,10.801951,29.645473,32.524757,29.532516,56.38615,19.104189,13.210763,40.080097,145.956879,13.359876,53.36861,39.252716,37.061794,21.486313,14.933809,54.720943
3/28/2008,19.039337,26.621283,61.533772,54.982265,29.781084,58.483425,20.637516,19.023823,35.957321,45.914547,84.067543,48.865334,10.782304,29.780729,32.410923,29.354456,56.452976,18.988901,13.172215,39.888775,142.753723,13.622787,52.707359,39.273941,35.67292,21.37907,14.721375,54.76358
3/31/2008,19.047243,26.947601,61.071663,55.655815,29.772411,59.383736,21.08222,19.342211,36.283375,46.408184,84.485802,49.308674,11.132656,30.305843,32.593063,25.028116,57.027534,18.967091,13.448503,40.317352,143.569702,13.669459,52.91497,39.47924,36.14415,21.739094,14.997535,55.616051
4/1/2008,19.75094,27.40274,62.833485,56.785816,31.410069,61.011829,22.227913,20.146564,38.330708,47.123581,85.476372,50.061646,11.389691,30.974178,35.666431,25.272135,57.949486,19.144705,13.737648,41.388809,153.526474,14.243867,54.775684,40.28624,38.930191,22.597015,15.556935,56.816593
4/2/2008,19.73513,27.102182,63.916573,57.51173,31.158794,60.704224,21.979176,20.237194,37.868156,46.722954,84.243645,49.597195,11.127747,30.345625,35.375721,24.467541,58.463882,18.839334,13.821187,41.679634,153.53511,14.049539,54.72953,40.109268,38.566425,22.336573,15.471962,55.772331
4/3/2008,19.157942,27.076422,63.707169,56.980408,31.323425,60.149033,22.024403,20.295837,37.451115,46.694332,85.131508,49.590157,11.280002,30.385414,35.406326,25.298517,58.604195,18.870504,13.711951,42.039333,153.239975,14.442001,54.406609,39.811951,38.591232,22.214008,15.528616,54.749363
4/4/2008,19.284443,26.827381,64.075432,56.613716,31.62669,60.411606,21.700293,19.906662,37.382862,47.023441,84.940758,49.681633,11.216152,30.154669,34.863144,26.380096,58.824654,18.773903,13.718376,41.63372,152.259033,14.582029,55.15242,39.443855,38.119999,22.336573,15.486129,55.289257
4/7/2008,18.928646,27.067833,64.205391,56.112293,31.774002,60.16404,21.481709,19.938644,38.050137,47.316742,85.344307,49.618313,10.941111,30.274019,34.840191,26.894506,58.971626,18.811287,13.801908,41.503597,155.14975,14.849706,55.198547,39.394299,38.483742,22.336573,15.401151,54.877235
4/8/2008,18.944458,26.681391,64.703621,56.142227,32.995739,59.931438,21.240511,19.835276,37.0644,47.445511,85.314934,49.71682,10.891994,29.931902,34.31995,26.973646,59.646397,18.854919,13.493484,41.671986,155.297256,14.559166,55.206249,39.55003,38.417618,22.022511,14.926727,55.118771
4/9/2008,18.604467,26.492466,64.768593,58.821377,32.302544,59.713871,20.856104,19.441263,37.178127,47.424049,85.681801,49.407185,10.87726,29.366997,33.891529,27.000021,60.094013,18.939047,13.422804,41.434727,151.165222,14.425808,54.445042,39.458012,37.413399,22.129753,15.167484,54.102917
4/10/2008,19.007713,26.921843,64.660294,58.694145,31.713335,60.284065,21.391256,19.338715,37.337387,47.452671,87.1567,49.386078,11.029519,29.136271,33.554913,27.507845,59.860184,19.110432,13.44208,41.832706,148.048935,14.722062,55.244705,39.535881,37.396805,22.298267,15.634828,53.783253
4/11/2008,18.48587,25.917103,63.988758,57.519215,31.080816,58.87355,21.232977,19.209179,37.382862,47.216583,85.116829,49.259411,10.918191,28.706608,32.537392,27.131941,59.325703,18.786366,13.140082,41.939835,145.227768,14.0162,53.460854,39.217335,36.010815,21.662491,15.040026,53.136795
4/14/2008,18.430521,25.796877,64.768593,57.78862,31.444729,58.716011,21.036999,19.074244,37.155384,47.030575,86.056046,49.343861,10.815047,28.197407,31.749405,27.303406,59.659767,19.007601,13.210763,42.207714,142.007187,14.077165,53.81456,39.316425,35.454769,21.493975,14.650566,53.662472
4/15/2008,18.27239,25.702417,65.562866,56.651119,32.267899,59.151157,21.052073,18.950106,36.950634,46.966202,85.975349,49.421265,10.775755,28.340626,32.223736,27.184694,60.241001,18.988901,13.307149,43.064873,142.536728,14.13432,54.468124,39.613735,35.811626,21.639511,14.806354,53.953735
4/16/2008,18.841673,26.037329,67.071968,57.377037,31.020145,60.539154,21.119915,19.349503,37.443539,47.001976,88.396744,49.024933,10.816687,28.467918,34.396469,26.584545,61.416809,19.054337,13.557742,43.677132,146.746811,14.641089,55.844421,40.477383,36.309586,22.175714,15.670227,56.134613
4/17/2008,18.889112,26.432352,67.425774,57.556656,31.799986,60.509121,21.19529,19.349503,37.693752,47.044903,90.311874,47.814697,11.058989,28.428144,34.518875,25.865685,61.456905,18.907885,13.107958,43.370998,149.394424,14.716343,54.429665,40.583553,37.09803,22.382536,15.656074,56.084667
4/18/2008,19.379324,26.904667,67.873451,58.866264,32.276569,62.197239,21.617384,19.446657,38.148731,47.581451,91.280457,47.538681,11.114648,28.611137,35.008503,26.221815,62.251934,18.73028,13.152939,43.09549,156.191376,15.340281,55.752171,41.270222,37.786873,22.980005,15.967636,60.858894
4/21/2008,19.679781,27.016302,68.061165,59.188072,32.761791,61.777092,21.843502,19.408888,37.382862,47.445511,91.243767,47.984558,11.234163,28.47588,34.603016,26.136089,61.931221,18.805061,12.979447,43.149052,156.599411,16.018509,55.429211,41.532139,37.927959,23.301735,15.9039,59.467304
4/22/2008,19.703508,26.870319,68.155045,58.791451,29.590454,60.906796,21.496784,19.284737,36.996151,47.924828,90.744804,47.751007,11.137567,28.062145,34.924362,25.397444,62.819782,18.66173,12.716007,43.27916,156.043839,15.26026,54.929466,41.305607,36.492176,23.171515,15.571094,58.525322
4/23/2008,20.114647,27.170877,68.032318,61.433159,30.09301,60.494141,21.202822,19.608582,36.617012,48.118004,90.693459,47.538681,11.063899,28.380409,34.541828,25.469982,63.12043,18.795715,12.77383,43.562328,155.687897,15.516506,55.252384,41.546295,36.832451,24.090708,15.974713,58.296936
4/24/2008,20.581142,27.428509,66.862556,62.114143,29.105219,59.368729,21.798277,19.624773,38.429279,48.196686,91.126373,47.298058,11.142482,28.499741,35.934212,26.36031,61.730808,18.773903,12.876642,43.967957,163.882477,16.092817,55.898232,42.176323,37.496387,24.35881,16.066767,58.389713
4/25/2008,20.241159,27.789181,66.761482,63.49118,29.45182,58.385876,22.446501,19.991793,38.072903,48.153755,90.311874,47.099892,11.253804,28.237192,36.561543,26.854942,61.924568,18.487225,13.127235,44.121033,166.978531,16.168064,55.882854,42.240036,39.64592,22.849794,15.974713,58.696587
4/28/2008,20.043488,27.849291,66.754234,63.595917,29.148546,57.868191,22.408813,20.48295,38.489952,48.160919,89.291969,46.859253,11.103189,28.229231,36.217262,27.329779,61.797626,18.378168,12.998725,43.891411,165.447922,16.407167,56.159676,42.183407,39.745514,22.206354,16.080927,59.253216
4/29/2008,20.169994,28.132683,66.277695,64.007545,28.940596,57.665646,22.129929,20.623287,37.663422,48.067928,90.143135,46.639862,11.170315,28.332668,36.018372,24.493923,63.294125,18.297152,13.005148,44.855724,167.569946,16.674843,56.213497,42.6152,39.845108,21.938251,16.017199,58.168499
4/30/2008,20.272785,27.849291,67.201958,63.506119,28.273403,57.695633,21.707827,20.769012,38.216972,47.996372,88.565536,47.453777,10.936201,27.727982,36.454441,25.087469,64.236122,18.343895,12.92162,44.373577,166.430588,16.570055,55.721416,42.176323,39.853413,21.846334,15.762284,58.432518
5/1/2008,21.087177,28.596405,64.768593,63.917747,28.507353,58.400883,22.514341,21.222395,39.543972,48.511471,90.70079,47.439594,11.101553,28.396322,37.678516,25.687624,63.427734,18.412441,13.133662,44.442455,173.109818,17.14636,57.282238,43.124893,42.600487,22.520414,16.491621,58.767933
5/2/2008,21.150425,28.759571,64.703621,64.127281,29.001247,58.933563,22.702768,21.36812,39.4757,48.833397,90.385269,47.276825,11.077,28.070108,37.227127,25.964615,63.681618,18.312731,13.24289,44.006218,174.170776,17.235909,57.743584,43.146141,41.828655,22.397852,16.696976,59.089069
5/5/2008,20.778814,28.587818,64.631401,64.2994,28.654654,58.183308,22.137465,20.995705,39.24065,48.575855,89.541443,47.170658,10.965669,28.165581,36.72221,25.707409,63.882027,18.191212,13.185066,43.600605,171.431274,17.59693,57.374519,43.089489,41.845249,22.275293,16.561634,59.053398
5/6/2008,20.818348,28.965664,65.035751,64.471535,28.420698,58.340858,22.069626,20.990309,38.990421,48.346943,90.121094,47.170658,11.063899,28.157633,36.87521,25.615082,64.717155,18.156939,13.120809,43.126083,171.857437,17.780777,57.420647,42.820503,42.293404,22.750212,16.796701,59.395939
5/7/2008,20.383476,29.798658,64.133194,63.569294,28.299391,57.530586,21.526937,20.661068,38.300373,47.867603,91.462013,46.569092,10.928011,28.117847,35.628185,25.727184,63.654877,17.770548,13.003308,43.493458,165.030426,17.393082,56.151993,42.034744,40.417759,22.374872,16.504641,58.254112
5/8/2008,20.32023,29.678431,64.934662,63.727177,28.593998,57.733143,21.044533,20.644882,38.10323,47.860455,92.03669,46.654015,10.608768,27.982588,35.230362,25.779949,65.097939,17.539965,13.035945,43.746006,163.256317,17.628366,56.943924,42.310814,40.542244,22.420832,16.668478,58.817894
5/9/2008,20.154186,29.455156,64.419724,63.200901,28.542006,57.260479,21.08976,20.461363,38.050137,47.610062,91.403076,46.151516,10.620228,27.839375,35.628185,25.714001,65.064568,17.496342,12.91845,43.761311,163.578094,17.475008,56.228867,41.93565,40.633541,22.512751,16.647108,58.346893
5/12/2008,20.430916,29.858772,64.688057,63.75729,28.403374,58.273323,21.587236,20.54232,38.838753,47.724522,92.272476,46.250622,10.697173,28.245144,36.140766,26.129482,65.044502,17.574242,12.99678,44.404194,167.048157,17.923664,57.336063,43.089489,41.455185,22.972349,16.839434,59.816975
5/13/2008,20.470449,29.480921,65.043449,63.967808,28.204082,57.905716,21.670147,20.569305,38.186638,47.509914,93.259735,46.519547,10.749563,28.21332,34.7943,25.832712,65.29171,17.605398,13.035945,43.355701,165.526199,18.095127,57.605186,43.301865,40.67503,22.895473,16.924921,59.995388
5/14/2008,20.359756,29.884533,65.210251,64.426414,27.744843,58.318363,21.949026,21.022692,38.816002,47.796062,93.952286,46.356773,11.040978,28.722528,35.123253,26.267981,65.284996,17.617865,13.094697,44.153069,165.352249,17.742676,58.037624,42.785114,41.081696,23.010792,16.981905,59.053398
5/15/2008,20.952761,30.047701,66.218437,64.321152,27.467566,58.415894,22.25807,20.995705,39.157227,47.703064,94.644852,46.965435,11.135927,29.088522,35.972466,26.380096,66.240044,17.764318,13.107752,43.899437,164.039001,18.073219,57.365807,43.082432,41.380486,23.410576,17.786835,59.588627
