Date,Open,High,Low,Close,Adj Close,Volume,LOG_ADJ_CLOSE,zScore,mean,stdev,LB,UB,UpperEntryZscore,LowerEntryZscore,long_entry,long_exit,num_units_long,short_entry,short_exit,num_units_short,stance,pct_rets,syst_rets,syst_cum_rets,market_cum_rets,Det_Adj_Close,Det_pct_rets,Det_syst_rets
2000-01-03,148.25,148.25,143.875,145.4375,95.3088150024414,8164300,4.557122303784859,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,,,1.0,,126.51272396669023,,
2000-01-04,143.53125,144.0625,139.640625,139.75,91.58162689208984,8089800,4.517230671780592,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.03910643638005664,-0.0,1.0,0.9608935636199434,122.75234262678575,-0.02972334498856069,-0.0
2000-01-05,139.9375,141.53125,137.25,140.0,91.74546813964844,12177900,4.519018092141463,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.0017890187488331807,0.0,1.0,0.9626126202208926,122.88299064479145,0.001064321993454096,0.0
2000-01-06,139.625,141.5,137.75,137.75,90.27102661132812,6227200,4.502816551919906,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.01607100119731279,-0.0,1.0,0.9471424716487742,121.37535588691821,-0.012268864469869873,-0.0
2000-01-07,140.3125,145.75,140.0625,145.75,95.5136260986328,8066500,4.559268918969701,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.05807621430824382,0.0,1.0,1.0021489208126881,126.58476214466998,0.04291980212692611,0.0
2000-01-10,146.25,146.90625,145.03125,146.25,95.84127044677734,5741700,4.5626933901930675,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.003430341423811104,0.0,1.0,1.0055866337685795,126.87921326326162,0.002326118196241652,0.0
2000-01-11,145.8125,146.09375,143.5,144.5,94.69444274902344,7503700,4.55065531577767,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.011965906674732192,-0.0,1.0,0.9935538779555466,125.6991923359548,-0.009300348709275085,-0.0
2000-01-12,144.59375,144.59375,142.875,143.0625,93.7523956298828,6907700,4.540657217909454,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.00994828304378352,-0.0,1.0,0.9836697227583961,124.72395198726126,-0.0077585251788017265,-0.0
2000-01-13,144.46875,145.75,143.28125,145.0,95.0221176147461,5158300,4.554109681500197,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.013543355093302619,0.0,1.0,0.9969919111082437,125.96048074257165,0.009914124236832087,0.0
2000-01-14,146.53125,147.46875,145.96875,146.96875,96.3122787475586,7437300,4.5675958158427425,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.013577482434597787,0.0,1.0,1.0105285512687519,127.21744864583124,0.009979065623197225,0.0
2000-01-18,145.34375,146.625,145.1875,145.8125,95.5545883178711,6488500,4.559697689605266,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.007867017991272547,-0.0,1.0,1.002578704975226,126.42656498659082,-0.006216786043573416,-0.0
2000-01-19,145.3125,147.0,145.0,147.0,96.33274841308594,6157900,4.567808327589411,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.008143618311935193,0.0,1.0,1.0107433232762184,127.17153185225277,0.005892486802445074,0.0
2000-01-20,146.96875,146.96875,143.8125,144.75,94.85826873779295,5800100,4.5523838695744026,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.015306110326783619,-0.0,1.0,0.9952727744580927,125.66385894740688,-0.011855427727311619,-0.0
2000-01-21,145.5,145.5,144.0625,144.4375,94.65347290039062,6244800,4.550222569009566,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.0021589666365135316,-0.0,1.0,0.9931240137438074,125.42586988045164,-0.001893854517509608,-0.0
2000-01-24,145.65625,145.84375,139.40625,140.34375,91.9707260131836,7896900,4.521470330905234,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.028342825730549182,-0.0,1.0,0.9649760728934432,122.70992976369169,-0.021653747503195493,-0.0
2000-01-25,140.515625,141.9375,139.0,141.9375,93.01520538330078,9942500,4.532762978533962,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.011356650266819314,0.0,1.0,0.9759349686691429,123.72121590425597,0.008241273892925878,0.0
2000-01-26,141.0,141.546875,140.09375,140.8125,92.2779541015625,5158100,4.5248052625088775,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.007926137223480685,-0.0,1.0,0.9681995741862779,122.95077139296478,-0.0062272626861945134,-0.0
2000-01-27,141.84375,142.21875,138.125,140.25,91.90933227539062,10922700,4.52080257236039,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.003994690061790537,-0.0,1.0,0.9643319169694461,122.54895633724,-0.0032680970698470454,-0.0
2000-01-28,139.4375,140.0625,135.53125,135.875,89.04224395751953,11916200,4.489110908328972,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.031194746462528452,-0.0,1.0,0.9342498273138602,119.648674789816,-0.0236663096456144,-0.0
2000-01-31,135.8125,139.671875,135.0,139.5625,91.45880889892578,10768700,4.515888694953829,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.027139533259731754,0.0,1.0,0.9596049315751434,122.03204650166934,0.01991975018561765,0.0
2000-02-01,139.75,141.6875,138.53125,140.9375,92.3598403930664,8419900,4.5256922563889415,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.009851773765568993,0.0,1.0,0.969058742265346,122.89988476625706,0.00711156036030131,0.0
2000-02-02,141.28125,142.25,140.375,141.0625,92.4417495727539,6205900,4.526578711803816,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.0008868484325969996,0.0,1.0,0.9699181504920185,122.94860071639164,0.00039638727267508314,0.0
2000-02-03,140.875,143.25,140.0,143.1875,93.83433532714844,7997500,4.5415308372967,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,0.015064467741369741,0.0,1.0,0.9845294511818745,124.30799324123328,0.011056592079298082,0.0
2000-02-04,143.1875,144.0,142.125,142.59375,93.44523620605467,4925400,4.53737555567395,,,,,,0.5,-0.5,False,False,0.0,False,False,0.0,0.0,-0.004146660385424917,-0.0,1.0,0.9804469419083746,123.8857008905866,-0.003397145586826157,-0.0
2000-02-07,142.5625,142.78125,141.4375,142.375,93.30184936523438,5845800,4.535839929363543,-0.07132092134027088,4.537325538148661,0.020829915783480132,4.526910580256921,4.547740496040401,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.0015344478396321685,-0.0,1.0,0.9789424972164893,123.7091208202134,-0.0014253466631242411,-0.0
2000-02-08,143.96875,144.5625,143.625,144.3125,94.57159423828124,4936400,4.549357158644463,0.5997545037203384,4.537014932343045,0.02057879719928521,4.526725533743402,4.547304330942687,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.013609000053968772,0.0,1.0,0.9922649257139409,124.94567246370735,0.009995638440362336,0.0
2000-02-09,144.46875,144.46875,141.265625,141.28125,92.58512115478516,8511500,4.528128450067906,-0.46024849602903445,4.537450843474538,0.020255130624139337,4.527323278162468,4.547578408786608,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,-0.021004965597714156,-0.0,1.0,0.9714224350855012,122.92600615065837,-0.016164355861429565,-0.0
2000-02-10,141.625,142.5625,140.875,141.5625,92.76940155029295,6690600,4.530116860747455,-0.3897995106923853,4.5378947942187775,0.019953676846609564,4.5279179557954725,4.5478716326420825,0.5,-0.5,False,False,0.0,False,True,0.0,0.0,0.0019903888790048204,0.0,1.0,0.9733559434971111,123.07709331661324,0.001229090333982739,0.0
2000-02-11,141.84375,141.9375,138.03125,138.6875,90.88536834716795,9849800,4.509599023949713,-1.4651457877763525,4.538166093099969,0.019497765607074592,4.528417210296432,4.547914975903506,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.020308778235500546,-0.0,1.0,0.9535882734964218,121.15986688393534,-0.01557744321882775,-0.0
2000-02-14,139.78125,139.78125,138.3125,139.5,91.41781616210938,8528800,4.515440384651851,-1.0759761965665118,4.536412951727255,0.01949166453898177,4.5266671194577635,4.546158783996746,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.00585845471745851,0.00585845471745851,1.0058584547174585,0.9591748272158,121.65912146932385,0.004120626724249974,0.004120626724249974
2000-02-15,139.25,141.21875,137.796875,141.078125,92.45203399658205,11078300,4.526689958635809,-0.44089812409297735,4.5349728144649655,0.018786325857466406,4.5255796515362325,4.544365977393698,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.011313088387921154,0.011313088387921154,1.0172378203214147,0.9700260568155613,122.66014607424361,0.008228109761356201,0.008228109761356201
2000-02-16,140.375,140.9375,138.796875,139.0,91.09014892578124,8845400,4.511849663685465,-1.1330432340997718,4.533420588381277,0.019038042015184525,4.523901567373684,4.542939609388869,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0147307204820519,-0.0147307204820519,1.0022531743264882,0.9557368741123042,121.2650677738899,-0.01137352550933133,-0.01137352550933133
2000-02-17,140.4375,140.4375,138.21875,138.28125,90.61920928955078,7584200,4.506666213638695,-1.288949574898834,4.532060948210447,0.019701883662706126,4.522210006379093,4.5419118900418,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.005170039151150894,-0.005170039151150894,0.997071486175855,0.950795677054945,120.76093490810653,-0.004157280204744244,-0.004157280204744244
2000-02-18,138.875,138.875,134.625,135.3125,88.67364501953125,9409200,4.484962720244449,-2.0843744365027814,4.529295069760217,0.021268899070816298,4.518660620224808,4.539929519295625,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.021469667251266478,-0.021469667251266478,0.9756646931419336,0.9303824102446329,118.7821774085341,-0.01638574180531296,-0.01638574180531296
2000-02-22,135.1875,136.34375,133.53125,134.96875,88.44837951660156,16415400,4.4824190995403,-2.003562403234909,4.525888001108119,0.021695806178851924,4.515040098018693,4.5367359041975455,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.002540388442135998,-0.002540388442135998,0.9731861258320756,0.9280188775228808,118.52371867605149,-0.0021759049894638444,-0.0021759049894638444
2000-02-23,135.625,137.46875,134.5,136.5625,89.49278259277344,12119000,4.494157980607589,-1.3603412086478304,4.523266412748211,0.0213978904377641,4.512567467529329,4.5339653579670935,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.011808052130291917,0.011808052130291917,0.9846775583383776,0.938976972806566,119.53492852267047,0.008531708740786445,0.008531708740786445
2000-02-24,136.6875,137.03125,133.09375,133.8125,87.69066619873047,17375000,4.473815464965399,-2.124895846726587,4.519506698243251,0.021502810760461236,4.50875529286302,4.530258103623481,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.020137002580904107,-0.020137002580904107,0.9648491038047593,0.9200687910817507,117.69961889907458,-0.0153537517968885,-0.0153537517968885
2000-02-25,135.1875,136.71875,133.125,133.328125,87.37323760986328,10559900,4.470189029934105,-2.0434202463138096,4.516218904657639,0.022525897355949284,4.504955955979664,4.527481853335614,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.00361986745713403,-0.00361986745713403,0.9613564779328515,0.9167382640065892,117.3489970806545,-0.0029789545769110153,-0.0029789545769110153
2000-02-28,133.375,136.6875,132.71875,136.125,89.20609283447266,13397800,4.490949342572462,-1.0451859707707485,4.513847975600155,0.021908668570060255,4.502893641315125,4.524802309885184,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.020977306950595017,0.020977306950595017,0.9815231478593918,0.935968963964011,119.14865907571095,0.015335981046514933,0.015335981046514933
2000-02-29,136.0625,137.4375,135.75,137.4375,90.06620788574219,8242500,4.500545043052368,-0.5665082494884097,4.513010964086041,0.022004835842956417,4.5020085461645625,4.524013382007519,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,0.009641886825662539,0.009641886825662539,0.99098688296782,0.9449934707868846,119.97558089742758,0.006940252858331968,0.006940252858331968
2000-03-01,137.625,139.0,137.21875,138.4375,90.72148895263672,6868000,4.507794252462004,-0.19496461267279472,4.512012215043162,0.021634503427744593,4.50119496332929,4.522829466757035,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.0072755485356485695,0.0072755485356485695,0.9981968561330435,0.9518688166494655,120.5976687347692,0.0051851204444133886,0.0051851204444133886
2000-03-02,138.6875,139.125,137.34375,138.53125,90.78296661376952,7600200,4.508471675650234,-0.13442490839899926,4.511358871568816,0.021478131939746983,4.500619805598943,4.522097937538689,0.5,-0.5,False,False,1.0,False,True,0.0,1.0,0.0006776526911379744,0.0006776526911379744,0.9988732869188877,0.9525138531146785,120.62595316634909,0.00023453547549162965,0.00023453547549162965
2000-03-03,140.4375,141.71875,139.71875,141.125,92.48269653320312,12770300,4.5270215625137205,0.7126985636249645,4.511607631174949,0.021627560550104064,4.500793850899897,4.522421411450002,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.0187230047974198,0.0187230047974198,1.0175751962618844,0.9703477745561535,122.29248985622979,0.01381573903571535,0.01381573903571535
2000-03-06,140.8125,141.34375,138.75,139.75,91.58162689208984,11967100,4.517230671780592,0.21284009277458252,4.5127324217130145,0.021134411327010973,4.502165216049509,4.52329962737652,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.009743116008623076,-0.0,1.0175751962618844,0.9608935636199436,121.3582269855636,-0.007639576819185969,-0.0
2000-03-07,140.0,140.15625,135.21875,137.046875,89.81019592285156,20062000,4.497698509206495,-0.6706057574957568,4.51200481428312,0.021333406277406295,4.501338111144417,4.5226715174218235,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0193426457833682,-0.0,1.0175751962618844,0.9423073397833247,119.55360278677242,-0.014870225477221753,-0.0
2000-03-08,136.46875,137.84375,135.03125,136.875,89.69760131835938,11808500,4.496444027551785,-0.6739347422152406,4.5108348851296345,0.021353488218378812,4.500158141020445,4.521511629238824,0.5,-0.5,True,False,1.0,False,True,0.0,1.0,-0.0012536951215306124,-0.0012536951215306124,1.0162994672025403,0.9411259736684559,119.4078149527273,-0.0012194348865012961,-0.0012194348865012961
2000-03-09,137.25,140.875,136.125,140.875,92.31888580322266,5500900,4.525248733831053,0.6787499939852556,4.510781686010724,0.021314251121220755,4.500124560450114,4.521438811571334,0.5,-0.5,False,True,0.0,True,False,-1.0,0.0,0.029223573945524835,0.029223573945524835,1.0459993698331314,0.9686290381520101,121.9959062080377,0.02167438752928353,0.02167438752928353
2000-03-10,140.1875,142.0,139.53125,140.125,91.82738494873048,7924600,4.519910564128918,0.48904467716259065,4.509916875084013,0.020435124870161327,4.499699312648932,4.5201344375190935,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.005323946993249089,-0.0,1.0459993698331314,0.9634721084967669,121.47121212399261,-0.00430091550080646,-0.0
2000-03-13,136.6875,140.46875,135.6875,138.59375,90.82392120361328,10540500,4.508922700289554,0.0073370668104692305,4.508778760868637,0.019618115063654365,4.49896970333681,4.518587818400464,0.5,-0.5,False,True,0.0,False,False,-1.0,0.0,-0.010927717757371187,-0.0,1.0459993698331314,0.9529435572280149,120.4345551493225,-0.008534178234855628,-0.0
