Date,Open,High,Low,Close,Adj Close,Volume,42d,252d,42-252,pct_rets,Stance,syst_rets,syst_cum_rets,mkt_cum_rets
2000-01-03,1469.25,1478.0,1438.3599853515625,1455.219970703125,1455.219970703125,931800000,,,,,0,,,
2000-01-04,1455.219970703125,1455.219970703125,1397.4300537109375,1399.4200439453125,1399.4200439453125,1009000000,,,,-0.03834466807849768,0,-0.0,1.0,0.9616553319215023
2000-01-05,1399.4200439453125,1413.27001953125,1377.6800537109375,1402.1099853515625,1402.1099853515625,1085500000,,,,0.0019221829913671495,0,0.0,1.0,0.9635038094440793
2000-01-06,1402.1099853515625,1411.9000244140625,1392.0999755859375,1403.449951171875,1403.449951171875,1092300000,,,,0.0009556781096431433,0,0.0,1.0,0.9644246089433228
2000-01-07,1403.449951171875,1441.469970703125,1400.72998046875,1441.469970703125,1441.469970703125,1225200000,,,,0.027090399268961063,0,0.0,1.0,0.9905512566644091
2000-01-10,1441.469970703125,1464.3599853515625,1441.469970703125,1457.5999755859375,1457.5999755859375,1064800000,,,,0.011189969413615053,0,0.0,1.0,1.0016354949291018
2000-01-11,1457.5999755859375,1458.6600341796875,1434.4200439453125,1438.56005859375,1438.56005859375,1014000000,,,,-0.013062511876438365,0,-0.0,1.0,0.9885516193807281
2000-01-12,1438.56005859375,1442.5999755859375,1427.0799560546875,1432.25,1432.25,974600000,,,,-0.004386371327394056,0,-0.0,1.0,0.9842154649018275
2000-01-13,1432.25,1454.199951171875,1432.25,1449.6800537109375,1449.6800537109375,1030400000,,,,0.012169700618563484,0,0.0,1.0,0.996193072453843
2000-01-14,1449.6800537109375,1473.0,1449.6800537109375,1465.1500244140625,1465.1500244140625,1085900000,,,,0.010671299962722536,0,0.0,1.0,1.0068237475507842
2000-01-18,1465.1500244140625,1465.1500244140625,1451.300048828125,1455.1400146484375,1455.1400146484375,1056700000,,,,-0.00683207152771137,0,-0.0,1.0,0.9999450556917188
2000-01-19,1455.1400146484375,1461.3900146484375,1448.6800537109375,1455.9000244140625,1455.9000244140625,1087800000,,,,0.0005222932212531894,0,0.0,1.0,1.0004673202159322
2000-01-20,1455.9000244140625,1465.7099609375,1438.5400390625,1445.5699462890625,1445.5699462890625,1100700000,,,,-0.007095321074094607,0,-0.0,1.0,0.9933686833548612
2000-01-21,1445.5699462890625,1453.1800537109375,1439.5999755859375,1441.3599853515625,1441.3599853515625,1209800000,,,,-0.0029123190810015354,0,-0.0,1.0,0.9904756767838574
2000-01-24,1441.3599853515625,1454.0899658203125,1395.4200439453125,1401.530029296875,1401.530029296875,1115800000,,,,-0.027633593591799732,0,-0.0,1.0,0.9631052744690495
2000-01-25,1401.530029296875,1414.260009765625,1388.489990234375,1410.030029296875,1410.030029296875,1073700000,,,,0.006064800483985611,0,0.0,1.0,0.9689463158037784
2000-01-26,1410.030029296875,1412.72998046875,1400.1600341796875,1404.0899658203125,1404.0899658203125,1117300000,,,,-0.00421272125638672,0,-0.0,1.0,0.9648644150628942
2000-01-27,1404.0899658203125,1418.8599853515625,1370.989990234375,1398.56005859375,1398.56005859375,1129500000,,,,-0.00393842799334565,0,-0.0,1.0,0.9610643660408275
2000-01-28,1398.56005859375,1398.56005859375,1356.199951171875,1360.1600341796875,1360.1600341796875,1095800000,,,,-0.027456829027902918,0,-0.0,1.0,0.9346765860576346
2000-01-31,1360.1600341796875,1394.47998046875,1350.1400146484375,1394.4599609375,1394.4599609375,993800000,,,,0.025217566974388372,0,0.0,1.0,0.9582468554659357
2000-02-01,1394.4599609375,1412.489990234375,1384.7900390625,1409.280029296875,1409.280029296875,981000000,,,,0.01062781920924527,0,0.0,1.0,0.9684309298036554
