,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logistic__C,param_logistic__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
7,3.7951173782348633,0.0725026295588354,0.6085968494415284,0.016215300542031654,78.47599703514615,l2,"{'logistic__C': 78.47599703514615, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07528423930788303,0.08074068311325905,0.07733452065132497,0.015860989015028484,27,0.10791196686500706,0.11751906639117529,0.11401414172033324,0.12406585870795099,0.13034790075506203,0.11877178688790573,0.0077996640416670635
8,3.7714282512664794,0.13287439118914804,0.6361072063446045,0.05258072546356883,33.59818286283783,l1,"{'logistic__C': 33.59818286283783, 'logistic__penalty': 'l1'}",0.07788930364129981,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08252339787866947,0.07840131991505099,0.015887766820762525,17,0.10832396282004499,0.11751906639117529,0.11442572668116363,0.12406585870795099,0.1315343079274106,0.11917378450554912,0.007996445523020505
9,3.7379805564880373,0.08446836736478511,0.6081592559814453,0.020094730829327785,33.59818286283783,l2,"{'logistic__C': 33.59818286283783, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07528423930788303,0.08074068311325905,0.07733452065132497,0.015860989015028484,27,0.10791196686500706,0.11751906639117529,0.11401414172033324,0.12406585870795099,0.13034790075506203,0.11877178688790573,0.0077996640416670635
10,3.783331871032715,0.07989906676526197,0.599806833267212,0.020827835642131743,14.38449888287663,l1,"{'logistic__C': 14.38449888287663, 'logistic__penalty': 'l1'}",0.07788930364129981,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08243776651879071,0.07838419364307524,0.015883359724285957,18,0.10790135849221552,0.11751906639117529,0.11400449379453634,0.12446934103813756,0.13112470938792284,0.11900379382079751,0.008090120976704213
11,3.756276321411133,0.12681927231064585,0.6128339290618896,0.03424837359667846,14.38449888287663,l2,"{'logistic__C': 14.38449888287663, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08252339787866947,0.07803874579271651,0.01591597506374717,19,0.10791196686500706,0.11751906639117529,0.11401414172033324,0.12406585870795099,0.13034790075506203,0.11877178688790573,0.0077996640416670635
12,3.8416003227233886,0.07291883063004136,0.6380747795104981,0.033160579371724654,6.158482110660267,l1,"{'logistic__C': 6.158482110660267, 'logistic__penalty': 'l1'}",0.07788930364129981,0.05238118955759432,0.10566716022342804,0.07702265024943035,0.08412489429288049,0.0794170395929266,0.017030777983350454,14,0.1070772509534897,0.11750802407483583,0.11399487837952259,0.12445820276511883,0.13190186098608192,0.11898804343180977,0.008551940820127573
13,3.8088737964630126,0.1254196250582088,0.6174489974975585,0.031100858398844935,6.158482110660267,l2,"{'logistic__C': 6.158482110660267, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08252339787866947,0.07803874579271651,0.01591597506374717,19,0.10791196686500706,0.11751906639117529,0.11401414172033324,0.12406585870795099,0.13113882548915975,0.11892997183472527,0.008037237273179237
14,3.784111976623535,0.1436778149547644,0.6397929191589355,0.026281097279792005,2.636650898730358,l1,"{'logistic__C': 2.636650898730358, 'logistic__penalty': 'l1'}",0.07788930364129981,0.0522950697560556,0.10563231697023368,0.08220606430318933,0.08235247130181145,0.08007504519451798,0.0169670654753999,10,0.1058192169095144,0.1170683432101745,0.11355422201043984,0.12404345968585748,0.13068683588668492,0.11823441554053424,0.008558140680848692
15,3.7579414367675783,0.08590249563010081,0.6390978336334229,0.028574774093390962,2.636650898730358,l2,"{'logistic__C': 2.636650898730358, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08252339787866947,0.07803874579271651,0.01591597506374717,19,0.10832396282004499,0.11751906639117529,0.11401414172033324,0.12406585870795099,0.13113882548915975,0.11901237102573285,0.007925187196530552
16,3.700346755981445,0.06601803319093011,0.602507495880127,0.021965963887472642,1.1288378916846895,l1,"{'logistic__C': 1.1288378916846895, 'logistic__penalty': 'l1'}",0.077829563495876,0.055953846416647156,0.10556427522934467,0.08040636574643688,0.07877616000175877,0.07970604217801269,0.01573334882490023,13,0.10744680168708018,0.11741008893431444,0.11184662887119698,0.12481788389026006,0.12904705553088633,0.1181136917827476,0.007975441222681675
17,3.7949001789093018,0.050081088210150344,0.6205257892608642,0.036682732237899855,1.1288378916846895,l2,"{'logistic__C': 1.1288378916846895, 'logistic__penalty': 'l2'}",0.07607643302962741,0.05238118955759432,0.10219005824826104,0.07702265024943035,0.08589573564996766,0.07871321334697615,0.01616129304248437,16,0.10832396282004499,0.11710152484403087,0.11400449379453634,0.12363984642315586,0.1315202557033996,0.11891801671703353,0.008009849330043508
18,3.7726349353790285,0.09854405763124603,0.6322895526885987,0.03351233438751151,0.4832930238571757,l1,"{'logistic__C': 0.4832930238571757, 'logistic__penalty': 'l1'}",0.08307942590788024,0.061482317488476934,0.10014337536729333,0.0874123578135143,0.07534822117476965,0.0814931395503869,0.012834155731618275,7,0.10437429655440127,0.11526420396173073,0.11300052121539529,0.12474235130979805,0.13138157192095384,0.11775258899245582,0.009405943543262943
19,3.7482272148132325,0.049268298452287106,0.6457959175109863,0.058917375209546825,0.4832930238571757,l2,"{'logistic__C': 0.4832930238571757, 'logistic__penalty': 'l2'}",0.07788930364129981,0.05238118955759432,0.10215179596679075,0.08220606430318933,0.08572944396277425,0.08007155948632969,0.01609735032828976,11,0.10790135849221552,0.11667273625549864,0.11357347305461689,0.12402119419349057,0.1314782994086899,0.11872941228090231,0.008229185296695876
20,3.726138114929199,0.059980309555749,0.607634449005127,0.03537084531872279,0.20691380811147903,l1,"{'logistic__C': 0.20691380811147903, 'logistic__penalty': 'l1'}",0.08253353684413857,0.0651252059122091,0.08903102527656159,0.09569909766158315,0.06997174335805971,0.08047212181051042,0.011446840867989978,8,0.10032814624886284,0.11371184700890678,0.11188972045325592,0.11750802407483583,0.13110126360688057,0.11490780027854838,0.009920633447891809
